220;92;210;47;Moimcia;x;
221;231;218;37;Eddimllai;x;
222;195;199;17;Jukmonasinda;x;
223;141;183;43;Antigcorceia;x;
224;219;59;37;Oenopyra;x;
225;104;140;61;Gaklazoida;x;
226;211;1;150;harcourt;x;
227;139;59;39;Delphdicaeayra;x;
228;121;164;25;Chamadoli;x;
229;174;207;8;Kourionchlea;x;
230;130;226;32;Adramoropaea;x;
231;80;102;28;Nirchaate;x;
232;145;124;61;Morgytyra;x;
233;99;199;27;Marmanialia;x;
234;77;183;53;Misdecelia;x;
235;171;59;47;Monoastmaroae;x;
236;202;137;25;Ephychytdia;x;
237;204;210;62;Mesemonasthena;x;
238;172;210;63;Chytknossdos;x;
239;125;183;56;Dicaeacniesmos;x;
240;77;56;4;Kanheloissa;x;
241;86;118;8;Metargyrthus;x;
242;51;199;32;Legolgila;x;
243;147;199;37;Kerkioreosia;x;
244;111;1;246;coutances;x;
245;160;0;100;Bybemporium;x;
246;168;191;51;Ganchersium;x;
247;102;130;1;Leibnymlia;x;
248;239;130;1;Ereskannpetra;x;
249;138;130;3;Oenmillessa;x;
250;197;130;2;Helleskionia;x;
251;241;130;5;cabra;x;
252;116;130;6;Magargai;x;
253;95;130;6;Dyhalion;x;
254;57;130;1;Mubralia;x;
255;201;130;9;Gorgmesemthena;x;
256;170;130;10;Amarlocsos;x;
257;96;130;9;Aytcynes;x;
258;167;216;64;Delphartemnes;x;
259;112;102;43;Carymochosia;x;
260;152;130;11;Bhyrteryon;x;
261;183;130;11;Jukmillmea;x;
262;83;130;7;Hieradimathera;x;
263;231;130;19;Argathnae;x;
264;244;130;20;Gythialiinda;x;
265;228;130;20;Bergasosse;x;
266;224;130;22;Knidiolder;x;
267;138;130;22;Locmantinera;x;
268;69;130;24;Gyrthkoiessa;x;
269;177;130;25;Kasmargyrthena;x;
270;67;130;25;Odedoryus;x;
271;82;226;53;Mesemneion;x;
272;254;130;28;Colkyriana;x;
273;157;130;29;Oroponchate;x;
274;178;130;25;Amphididyae;x;
275;106;130;33;Nympmillesmos;x;
276;83;250;16;Knibraetta;x;
277;149;130;33;Kameirgolaea;x;
278;130;130;36;Ephyioida;x;
279;76;130;36;Hellesgytyra;x;
280;244;130;38;Helialylia;x;
281;227;130;39;Eleukorilia;x;
282;196;130;39;Arskorinina;x;
283;164;130;40;Kyrmiseaea;x;
284;207;130;42;Masorcholia;x;
285;193;130;43;isernia;x;
286;121;130;44;Artemlamiinon;x;
287;86;130;45;Masepidthena;x;
288;161;130;45;Calactpetra;x;
289;79;67;9;Larididlea;x;
290;174;130;40;Oeasmenus;x;
291;60;130;49;Andrgyrthlea;x;
292;231;130;50;Hemeroactium;x;
293;135;130;48;Lapithcnialous;x;
294;105;130;52;Dimamisinon;x;
295;158;205;35;Morgankameider;x;
296;73;130;54;Morganhemeios;x;
297;255;130;56;Cebmegdia;x;
298;70;130;57;Eledeine;x;
299;198;130;58;Caryhielia;x;
300;130;130;58;Cyrmillrea;x;
301;141;130;59;Boryshermithus;x;
302;216;130;61;Dioadramalous;x;
303;153;130;62;Mocbybeia;x;
304;70;130;63;Klazmagncia;x;
305;72;130;64;Ereephyyra;x;
306;180;130;65;Nicbybosse;x;
307;68;130;66;Onchdiosinda;x;
308;119;130;69;Itlekera;x;
309;105;0;0;Hikannum;x;
310;221;130;69;Niaephydia;x;
311;62;94;61;Kyrekataonia;x;
312;67;130;73;isle_of_man;x;
313;65;75;48;Hubkimmtiri;x;
314;153;130;75;Bhyrtimdia;x;
315;134;118;31;Odkeriana;x;
316;54;130;77;tournoel;x;
317;120;64;15;Eretlaodius;x;
318;238;130;73;Knossmuklis;x;
319;249;215;29;Hierythtiri;x;
320;128;130;72;Demetlilonia;x;
321;233;164;59;Hublgythetta;x;
322;56;64;16;Iasdioiana;x;
323;231;130;91;Kimmerbrathos;x;
324;227;72;6;Odleibellai;x;
325;230;118;38;Odesskourilis;x;
326;124;83;44;Kasmgolgesmos;x;
327;203;130;120;Klaithadia;x;
328;120;64;24;Muoresdia;x;
329;136;242;47;Calhaliion;x;
330;204;83;46;Artemmegila;x;
331;162;99;21;Akrlarera;x;
332;138;54;16;Chiolyoli;x;
333;107;130;152;grandpre;x;
334;56;64;31;Mukorilia;x;
335;232;158;18;Arsamphiera;x;
336;166;55;15;Mukeneleder;x;
337;174;130;164;Cythiolcnae;x;
338;75;53;26;Kymilios;x;
339;250;188;39;Hemeronyon;x;
340;52;105;42;Monastibylletta;x;
341;143;180;55;Hiscleoita;x;
342;185;215;51;Maleflia;x;
343;165;145;61;Gyrthicalyoas;x;
344;163;250;48;Chaliltes;x;
345;236;83;61;Cromaronthus;x;
346;79;53;9;Eretleprinda;x;
347;137;88;5;Mylandrae;x;
348;127;53;11;Berereslia;x;
349;132;223;46;Juktcleotiri;x;
350;219;161;43;Muklepthos;x;
351;130;99;41;Ithanmonasosia;x;
352;223;231;35;Kancyrissa;x;
353;154;239;26;Orestakrion;x;
354;190;131;0;Metaeremea;x;
355;13;3;1;Colokameirlia;x;
356;81;131;0;Kydoantigios;x;
357;175;131;3;Gonklatrias;x;
358;147;131;2;Didydicaeathena;x;
359;232;131;4;Hubllatherna;x;
360;231;131;6;Hislefkyra;x;
361;140;0;0;Elanaxrea;x;
362;96;131;3;Lamylcum;x;
363;116;131;9;Alelarisuf;x;
364;181;131;10;Kimmolboas;x;
365;141;131;10;Huboriera;x;
366;105;131;11;Iolcymsos;x;
367;53;131;10;Misgythithos;x;
368;131;250;63;Neamocinda;x;
369;127;131;8;Coldythrae;x;
370;213;131;16;Morgamonastitherna;x;
371;209;131;16;Hieraedethus;x;
372;233;131;16;Itancalliera;x;
373;132;131;13;Mantkasmon;x;
374;236;70;43;Argeleissa;x;
375;187;131;21;Kallilebeinda;x;
376;241;131;24;Idaartemder;x;
377;206;131;27;Methokatanes;x;
378;148;131;28;Antipoina;x;
379;185;131;29;Ephemassapolis;x;
380;208;131;34;Asklhellesum;x;
381;182;131;34;Doryapaine;x;
382;218;239;34;Juydlia;x;
383;95;131;37;Kineinda;x;
384;185;131;39;Alacherate;x;
385;136;131;39;Madimyra;x;
386;167;131;42;Nympgythilia;x;
387;65;131;43;Halikerkinosia;x;
388;240;131;43;Mokydcia;x;
389;131;250;69;Kerkinmarmthrae;x;
390;58;131;44;Kerlarilia;x;
391;215;131;47;Lapkyreneia;x;
392;207;131;48;Massakyreoli;x;
393;60;131;50;Maratapaita;x;
394;59;131;50;Empogorgtiri;x;
395;134;131;50;Chemonoastlia;x;
396;127;53;28;Cleonetta;x;
397;192;131;54;Antiplaoyra;x;
398;75;131;54;Amarephnes;x;
399;218;131;54;Edlefkauf;x;
400;235;131;50;Ambrandonia;x;
401;118;131;59;Kaskallidia;x;
402;192;131;62;palestrina;x;
403;80;131;63;Borysnates;x;
404;67;131;67;Iaslaulia;x;
405;228;223;66;Hismymos;x;
406;111;104;1;Oiasdos;x;
407;247;131;70;Cythelatai;x;
408;112;204;46;Lepreknidai;x;
409;98;131;73;Maratephymenus;x;
410;130;131;73;Elecherina;x;
411;120;131;75;grado;x;
412;111;204;35;Kallimortes;x;
413;121;131;74;Hiergorgiinda;x;
414;248;51;23;Clehelimea;x;
415;85;131;73;Leiberglia;x;
416;188;131;71;Alioroplia;x;
417;62;80;41;Lefkakataetta;x;
418;191;131;73;Iahistrlia;x;
419;106;131;84;macon;x;
420;101;131;88;Kanheraea;x;
421;191;76;37;Orestitida;x;
422;240;255;21;Limonastlia;x;
423;70;220;28;Aigosartemessa;x;
424;109;107;58;Aytkanmenus;x;
425;156;236;8;Helmarthos;x;
426;122;61;32;Kalbouai;x;
427;65;228;24;Gokorinthita;x;
428;162;201;17;Jukherminda;x;
429;193;50;3;Cythmonaston;x;
430;220;236;14;Metaponloctes;x;
431;162;201;21;Kakydothera;x;
432;123;212;55;Brakallipolis;x;
433;177;195;59;Dymmukenesmos;x;
434;184;115;58;Mantinastica;x;
435;96;60;64;Lampsarteia;x;
436;103;193;37;Gorteretina;x;
437;229;69;31;Kimmmethida;x;
438;225;131;195;Monasleibemenus;x;
439;243;189;58;Knoschalthrae;x;
440;160;255;41;Halicknidthos;x;
441;110;80;65;Odkimmemea;x;
442;180;114;29;Juktleonae;x;
443;245;120;2;Leproriclia;x;
444;127;53;58;Maronerythessa;x;
445;229;120;3;Lapichider;x;
446;188;236;23;Ganchalctrias;x;
447;234;61;47;Orelefesmos;x;
448;115;123;50;Dioidauf;x;
449;78;182;8;Korintdicaeaosia;x;
450;104;115;64;Dicdidai;x;
451;199;244;14;Lapikydolia;x;
452;119;244;15;Monascroon;x;
453;160;77;28;Leprlefkasos;x;
454;97;50;20;Aigantigium;x;
455;211;123;57;Kemeseae;x;
456;234;132;2;saluzzo;x;
457;107;132;2;Bramochdia;x;
458;103;132;2;Ialyamardos;x;
459;139;132;5;Kermassine;x;
460;107;132;6;Clakamarila;x;
461;77;132;4;Misoropnes;x;
462;94;132;6;Caryjuklia;x;
463;232;132;9;Maroimion;x;
464;50;132;7;Cniemplia;x;
465;167;132;11;Clahublia;x;
466;116;132;11;Opmaronnes;x;
467;216;132;13;Leiithaum;x;
468;129;132;14;Bergaskllai;x;
469;85;132;15;Nyagrinpetra;x;
470;134;132;15;Lilaapadia;x;
471;226;132;16;Hermmethdos;x;
472;162;132;18;Eubkamesos;x;
473;182;220;61;Lesdoraea;x;
474;245;132;14;Linkaslia;x;
475;194;252;10;Collektrias;x;
476;226;132;22;Odeskorinera;x;
477;79;132;22;Lenemthos;x;
478;238;250;74;Orestkioissa;x;
479;169;132;25;Megahellesila;x;
480;120;132;26;Lapitkarias;x;
481;202;132;26;Olbicorina;x;
482;218;132;28;Dicaeadelthrae;x;
483;225;132;28;Lefkamegpetra;x;
484;175;132;32;Hiealindos;x;
485;124;132;33;Monocia;x;
486;202;132;34;Hieramylaum;x;
487;60;132;35;Epiachnae;x;
488;158;132;33;Morithathena;x;
489;164;132;37;Iocalyai;x;
490;210;252;13;Monasmegiana;x;
491;255;132;39;mondragon;x;
492;176;77;38;Maromesaea;x;
493;205;132;36;Opusmetapoosse;x;
494;83;132;40;Hubchalder;x;
495;213;219;15;Kouherdos;x;
496;188;132;44;Kydokameiita;x;
497;99;132;45;Decmetapodus;x;
498;122;132;46;Akrmarorea;x;
499;204;132;47;Cyrnyai;x;
500;173;158;62;Hubcalalous;x;
501;198;132;42;Methelleslis;x;
502;196;132;50;Lalisessa;x;
503;201;132;52;Dimametaponum;x;
504;86;132;54;Maronamnilea;x;
505;74;112;36;Ydgorias;x;
506;138;112;36;Lamerelia;x;
507;231;193;60;Ephemarmate;x;
508;105;132;59;Claaphilia;x;
509;133;132;62;Mesadramina;x;
510;211;132;62;Itanlekhessa;x;
511;227;132;62;Mismetapoiana;x;
512;148;132;65;Monoastkameios;x;
513;229;132;68;Kiokorai;x;
514;105;132;70;cremona;x;
515;150;132;71;Oreoriclia;x;
516;90;132;72;Didymorgus;x;
517;149;132;70;Ambrgoyra;x;
518;250;132;71;Diosoennae;x;
519;63;132;75;Gournelia;x;
520;92;58;25;Kouronchium;x;
521;241;132;90;Gortydemetinon;x;
522;223;104;56;Mamylaai;x;
523;142;124;14;Ocrotpolis;x;
524;166;93;25;Monamonastsos;x;
525;162;201;57;Masoeosse;x;
526;252;121;71;Orchcleida;x;
527;203;85;40;Kourkormea;x;
528;178;201;60;Orchooroica;x;
529;188;109;3;Mumonaica;x;
530;247;244;43;Hemeonchcia;x;
531;167;66;21;Eresacanuf;x;
532;124;109;4;Clazoargon;x;
533;254;233;12;Magnmethotherna;x;
534;71;66;26;Odeseubllai;x;
535;68;198;21;Akrkiica;x;
536;58;163;28;Histhermialous;x;
537;219;85;51;Ithlefyra;x;
538;138;163;29;Carkameirthus;x;
539;128;128;34;Methahistai;x;
540;199;244;54;Amiorlea;x;
541;224;128;35;Gazephion;x;
542;206;233;22;Bhyrtmonatsos;x;
543;93;209;64;Kimmenicotes;x;
544;122;112;66;Hekameimos;x;
545;206;55;5;Klazocorclia;x;
546;153;190;45;Odgortydia;x;
547;107;187;0;Lapkydrea;x;
548;122;112;71;Mochialyine;x;
549;132;198;36;Diosoroida;x;
550;215;117;13;Claimbrlia;x;
551;100;198;37;Limoclis;x;
552;222;113;27;Apollmiletlia;x;
553;15;132;243;arles;x;
554;199;117;15;Itanidaline;x;
555;236;133;1;Kepalerias;x;
556;97;133;1;Lefkgorgiita;x;
557;99;133;3;Odemegalrias;x;
558;5;5;4;Diokantherna;x;
559;209;133;5;Chalcbythina;x;
560;90;133;6;Arsgourmos;x;
561;239;133;7;sassari;x;
562;184;133;8;Aenmetanae;x;
563;113;133;7;Morchacia;x;
564;96;133;9;Ambrantiida;x;
565;146;252;59;Deceopeia;x;
566;122;133;12;Megabraera;x;
567;208;133;12;Lefjuktica;x;
568;224;179;23;Orokydoonia;x;
569;69;171;36;Cebheresmos;x;
570;77;133;16;Larchersos;x;
571;130;252;59;Hagkumea;x;
572;137;133;17;Morgaorooli;x;
573;70;133;19;Maracallithrae;x;
574;81;133;20;Kyredeciana;x;
575;112;133;20;Callimarthera;x;
576;68;133;22;Aphikannmenus;x;
577;210;133;23;Orihemerodos;x;
578;173;133;24;Lamgythiiana;x;
579;232;133;24;Mongathena;x;
580;206;55;19;Erythhiethera;x;
581;218;133;27;Ithanitanum;x;
582;202;133;27;Mocakrene;x;
583;21;133;24;Byboeesmos;x;
584;202;163;52;Lapithgyttiri;x;
585;62;133;30;Gourmukentiri;x;
586;143;133;32;Apahyethena;x;
587;227;133;34;Korathosse;x;
588;172;133;35;acqui_terme;x;
589;135;133;35;Koumiletissa;x;
590;210;133;37;Oriodessiana;x;
591;192;179;28;Onchmeseium;x;
592;199;133;35;Lamplekhaosse;x;
593;138;133;40;Knossioldus;x;
594;207;133;41;Mesemamaryoli;x;
595;213;133;40;Ephenympetra;x;
596;130;133;42;Idallepthus;x;
597;122;133;44;southampton;x;
598;216;133;45;Megephthena;x;
599;169;133;46;Caryactai;x;
600;132;133;43;Emporlincia;x;
601;57;133;48;Kameirodthera;x;
602;254;55;24;Diosbouaea;x;
603;120;133;50;Mocdiones;x;
604;73;133;50;Hieraonila;x;
605;70;133;49;Madydeceica;x;
606;191;206;38;Kyrengortyatrea;x;
607;122;133;54;Kamegazlia;x;
608;211;133;55;Onchcoloera;x;
609;239;133;57;Ydkerkion;x;
610;91;133;60;alife;x;
611;238;133;61;Byznympthrae;x;
612;140;133;62;Lisednae;x;
613;196;133;63;Arscheronia;x;
614;50;125;17;Antipopudus;x;
615;243;133;61;Kydoleppolis;x;
616;169;133;66;Ephymarathera;x;
617;121;133;67;Mametdia;x;
618;241;133;66;Namagncia;x;
619;213;133;67;Chalkatus;x;
620;77;133;63;Lesmylia;x;
621;238;133;67;Asimaleia;x;
622;169;133;72;Megalepheinon;x;
623;72;129;61;Mantinmadyica;x;
624;66;133;74;guevara;x;
625;82;133;74;Lemantiniana;x;
626;217;241;40;Geledmenus;x;
627;180;249;30;Alinemportiri;x;
628;126;106;3;Hublcyththos;x;
629;250;214;35;Apolllapithinda;x;
630;145;133;102;saintes;x;
631;212;198;62;Aigosalaica;x;
632;233;5;105;montlucon;x;
633;153;5;109;blaye;x;
634;103;117;39;Hellesmileder;x;
635;163;98;19;Aliiallea;x;
636;55;117;41;Gelepheoas;x;
637;135;117;41;Limonastilia;x;
638;82;74;59;Itacniine;x;
639;196;249;35;Claziasine;x;
640;252;109;55;Kasmhermmenus;x;
641;78;106;11;Iollaine;x;
642;156;160;27;Herametina;x;
643;203;238;5;Gakaita;x;
644;140;234;38;Magclemos;x;
645;92;109;58;Kyrenkasmthos;x;
646;84;181;72;Edcleolis;x;
647;158;233;65;Artargsos;x;
648;98;174;38;Arsmyder;x;
649;119;117;50;Diocolonia;x;
650;187;238;11;Demantirias;x;
651;220;109;66;Leontkasmiana;x;
652;169;241;62;Maskoionia;x;
653;68;71;28;Neabousos;x;
654;144;179;61;Korintialmea;x;
655;64;179;61;Cleomonasatrea;x;
656;97;203;24;Laodleinon;x;
657;55;5;211;strasbourg;x;
658;150;213;19;Orgorgilia;x;
659;245;239;41;Gournchytdia;x;
660;208;133;224;Arthytiri;x;
661;90;148;25;Opusmetthrae;x;
662;103;219;2;Leibekamon;x;
663;214;195;41;Chamkolea;x;
664;88;90;62;Ithacyissa;x;
665;235;60;3;Empochytrias;x;
666;92;160;48;Lapitlampsaina;x;
667;240;125;13;Actmesemtrias;x;
668;159;79;26;Chalcathessa;x;
669;212;71;39;Kerkeubtherna;x;
670;68;134;1;Itgorgirea;x;
671;59;134;2;Lapiaentiri;x;
672;140;134;3;Orchodelphlia;x;
673;61;134;4;Oriliscia;x;
674;113;134;4;Onaiglia;x;
675;206;134;4;Methaenlia;x;
676;230;134;5;Lefkaeliana;x;
677;73;134;8;Naulocaea;x;
678;220;134;9;Miletklazllai;x;
679;164;134;9;Gyrthileprrias;x;
680;100;134;5;Iolaodithrae;x;
681;120;134;8;Kimmerlapithera;x;
682;211;134;13;Aigoslampdus;x;
683;76;134;14;Imhyita;x;
684;189;134;15;Kuachosia;x;
685;241;134;16;agrigento;x;
686;170;134;15;Mesekouine;x;
687;238;134;18;Kiohellesthrae;x;
688;149;134;19;askeaton;x;
689;227;98;50;Lepreialtes;x;
690;200;134;21;Lisooas;x;
691;118;81;29;Oepmonaoas;x;
692;114;134;24;Goridalsos;x;
693;144;134;25;Delleontium;x;
694;124;211;26;Apalamion;x;
695;132;134;27;Metapolekinon;x;
696;161;134;30;Methithander;x;
697;234;134;34;Lanauae;x;
698;241;225;56;Methumethuinda;x;
699;92;134;37;Alemantinlia;x;
700;201;134;38;sinopoli;x;
701;155;238;36;Ankmorthena;x;
702;156;134;40;kendal;x;
703;75;134;40;Klazoydessa;x;
704;160;52;27;Oenoriate;x;
705;58;134;43;Ydlapiththena;x;
706;181;95;10;Madamarlia;x;
707;197;222;63;Nirbyzrias;x;
708;84;134;40;Aytborysila;x;
709;114;6;47;Olymlamlia;x;
710;161;124;65;Elatmallene;x;
711;83;134;49;Gorlesmos;x;
712;226;227;4;Magnekimmeae;x;
713;120;134;47;Ithakoina;x;
714;203;134;43;Ialyhelthus;x;
715;149;134;53;Laodimaglia;x;
716;75;134;54;Cardyrias;x;
717;122;134;54;Aigosleibelia;x;
718;62;134;56;Aigclazus;x;
719;225;254;14;Leonlepreoas;x;
720;221;79;36;Dicaeagortlea;x;
721;51;134;59;Leklazai;x;
722;89;63;64;Argeubuf;x;
723;76;189;5;Madmararea;x;
724;233;134;59;Kataeryiana;x;
725;243;134;55;Massakialous;x;
726;241;134;55;Helandrmos;x;
727;132;134;65;Odcheissa;x;
728;176;134;65;Mesemaskon;x;
729;108;134;67;Kameantipthos;x;
730;158;106;48;Erelekcia;x;
731;88;134;69;Epikaidus;x;
732;108;134;70;Mantinmadyios;x;
733;153;114;36;Decaskllea;x;
734;237;184;27;Liantigoli;x;
735;251;134;73;Delkoretta;x;
736;223;134;74;Knonaulia;x;
737;149;134;73;olbia;x;
738;223;134;73;Niakerkiai;x;
739;83;134;74;Elatolios;x;
740;177;134;75;Dioorescum;x;
741;150;68;9;Nymphcebum;x;
742;131;116;74;Erychaline;x;
743;225;254;21;Gortyleonlea;x;
744;155;215;69;Elelefessa;x;
745;236;134;93;Laodaledia;x;
746;220;6;95;lodeve;x;
747;178;176;45;Heldorlia;x;
748;101;95;22;Asklmukenila;x;
749;83;200;9;Dymarai;x;
750;106;87;36;Kamaleibmea;x;
751;229;229;43;Amikameida;x;
752;144;52;46;Chiandica;x;
753;108;211;48;Kerkinolbiyra;x;
754;176;52;47;Kamapaoli;x;
755;64;103;20;Decgytlia;x;
756;127;6;188;concarneau;x;
